 property_id,tile_url,latitude,longitude,min_price,max_price,beds_range, prop_display_name,phone_number,bustop_within_100,inside_campus,fitness_within_200m,fitness_within_500m,fitness_within_1000m,market_within_200m,market_within_500m,market_within_1000m,within_unvCen_1km,within_unvCen_2km,within_unvCen_3km
772,'https://d2cc5bro5bu049.cloudfront.net/162/3091922/tile.jpeg',43.070801,-89.414902,1240,, '2 BR',133 Lathrop St,6082518777,no,no,no,no,yes,no,no,yes,yes,yes,yes
776,'https://d2cc5bro5bu049.cloudfront.net/162/7476/tile.jpeg',43.079300,-89.383400,1325,, '4 BR',321 E Johnson St,6082518777,yes,no,no,yes,yes,no,no,yes,no,no,no
863,'https://d2cc5bro5bu049.cloudfront.net/162/3125699/tile.jpg',43.081200,-89.375298,805,2575, 'Studio - 3 BR',The Constellation,6088882647,yes,no,no,yes,yes,yes,yes,yes,no,no,no
780,'https://d2cc5bro5bu049.cloudfront.net/162/3091738/tile.jpeg',43.065201,-89.412598,1395,, '2 BR',1621 Jefferson St,6082518777,no,no,no,no,no,no,no,yes,no,yes,yes
792,'https://d2cc5bro5bu049.cloudfront.net/250/12259313/tile.jpg',43.071301,-89.395897,780,910, '1 - 2 BR',The Frances,6082572127,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
811,'https://d2cc5bro5bu049.cloudfront.net/250/6564394/tile.jpg',43.068501,-89.385803,680,, 'Studio',409 W Wilson St,6082572127,yes,no,no,yes,yes,no,no,yes,no,no,no
787,'https://d2cc5bro5bu049.cloudfront.net/162/7487/tile.jpeg',43.074001,-89.392601,1250,, '2 BR',407 W Gorham St,6082518777,yes,no,no,no,yes,no,yes,yes,no,no,yes
1840,'https://d2cc5bro5bu049.cloudfront.net/292/17341425/tile.jpg',43.075115,-89.389496,960,3950, 'Studio - 5 BR',Lumen House,6082518777,yes,no,no,no,yes,no,yes,yes,no,no,yes
818,'https://d2cc5bro5bu049.cloudfront.net/250/6569451/tile.jpg',43.077702,-89.385201,1440,, '3 BR',109 E Johnson St,6082572127,yes,no,yes,yes,yes,no,no,yes,no,no,no
2076,'https://d2cc5bro5bu049.cloudfront.net/162/18473819/tile.jpg',43.072346,-89.420494,1895,, '3 BR',2020 Kendall Ave,6082518777,yes,no,no,yes,yes,no,no,yes,no,yes,yes
389486,'https://d2cc5bro5bu049.cloudfront.net/162/3077193/tile.jpeg',43.089413,-89.373299,1025,, '1 BR',457 Jean St,6082518777,no,no,no,no,no,no,no,yes,no,no,no
387612,'https://d2cc5bro5bu049.cloudfront.net/162/3063300/tile.jpeg',43.073416,-89.419704,685,715, 'Studio - 1 BR',404 Chamberlain Ave,6082518777,no,no,no,yes,yes,no,no,yes,yes,yes,yes
387715,'https://d2cc5bro5bu049.cloudfront.net/162/3063495/tile.jpeg',43.068096,-89.406564,1095,, '2 BR',13 Coyne Ct,6082518777,yes,no,no,no,yes,no,no,no,no,yes,yes
52381,'https://d2cc5bro5bu049.cloudfront.net/162/536740/tile.jpg',43.072959,-89.420156,1475,, '2 BR',2012 University Ave,6082518777,no,no,no,yes,yes,no,no,yes,yes,yes,yes
780007,'https://d2cc5bro5bu049.cloudfront.net/20531/16877399/tile.jpg',43.057058,-89.427792,1525,1650, '1 BR',Wingra Shores,6082334440,no,no,no,no,no,no,no,no,no,no,yes
505414,'https://d2cc5bro5bu049.cloudfront.net/162/7930846/tile.jpg',43.064762,-89.417939,1350,1495, '1 BR',706-714 Harrison St,6082518777,yes,no,no,no,no,yes,yes,yes,no,yes,yes
992744,'https://d2cc5bro5bu049.cloudfront.net/162/9064835/tile.jpg',43.081851,-89.374166,1185,2910, 'Studio - 3 BR',Galaxie High Rise Apartments,6082607905,yes,no,no,no,yes,yes,yes,yes,no,no,no
1287131,'https://d2cc5bro5bu049.cloudfront.net/127/10945228/tile.jpg',43.069356,-89.402571,1685,, '2 BR',Campus Village,6082553933,yes,no,no,yes,yes,no,no,yes,no,yes,yes
1288861,'https://d2cc5bro5bu049.cloudfront.net/127/10984492/tile.jpg',43.068621,-89.408182,1655,2165, '2 - 3 BR',Randall Station,6082553933,no,no,no,no,yes,no,no,no,no,yes,yes
3263982,'https://d2cc5bro5bu049.cloudfront.net/86653/28147313/tile.jpg',43.077310,-89.393516,1300,3250, '2 - 5 BR',The Lakeview Apartments,9207237217,no,no,no,no,yes,no,no,yes,no,no,yes
3010887,'https://d2cc5bro5bu049.cloudfront.net/139/25741113/tile.jpg',43.070108,-89.393775,3995,, '7 BR',117 N Bedford Street,6082848483,yes,no,no,yes,yes,no,yes,yes,no,no,yes
1285635,'https://d2cc5bro5bu049.cloudfront.net/127/15483701/tile.jpg',43.074593,-89.394235,1560,1610, '2 BR',515 State St,6082553933,yes,no,no,yes,yes,no,yes,yes,no,no,yes
765303,'https://d2cc5bro5bu049.cloudfront.net/19564/26606889/tile.png',43.072840,-89.414150,2595,, '4 BR',312 North Breese Terrace Apartments,6082355931,yes,no,no,no,yes,no,no,yes,yes,yes,yes
749360,'https://d2cc5bro5bu049.cloudfront.net/18135/6344267/tile.jpg',43.074438,-89.394380,670,735, 'Studio - 1 BR',519 State St,6082730228,yes,no,no,yes,yes,no,yes,yes,no,no,yes
750092,'https://d2cc5bro5bu049.cloudfront.net/18387/6342186/tile.jpg',43.073120,-89.464964,700,1040, 'Studio - 2 BR',Chapel Hill Apartments,6082747060,no,no,no,no,yes,no,no,no,no,no,no
750153,'https://d2cc5bro5bu049.cloudfront.net/18388/6342188/tile.jpg',43.083029,-89.474942,560,700, 'Studio - 1 BR',Spring Harbor Apartments,6082730228,yes,no,no,no,no,no,no,no,no,no,no
83714,'https://d2cc5bro5bu049.cloudfront.net/173/843200/tile.jpg',43.076143,-89.378456,865,, '1 BR',121 S Hancock St,6084672001,no,no,no,yes,yes,no,no,yes,no,no,no
1218,'https://d2cc5bro5bu049.cloudfront.net/292/17341377/tile.jpg',43.068199,-89.407799,0,, 'Studio',Orchard Court,6082858695,yes,no,no,no,yes,no,no,no,no,yes,yes
2087,'https://d2cc5bro5bu049.cloudfront.net/162/21264/tile.jpg',43.064850,-89.404411,475,2195, '1 - 4 BR',210 S Mills St,,yes,no,no,no,yes,no,no,no,no,yes,yes
3394655,'https://d2cc5bro5bu049.cloudfront.net/89050/30423148/tile.png',43.066843,-89.424230,650,, '1 BR',2205 Rowley Ave,,yes,no,no,no,no,no,no,yes,no,yes,yes
1248594,'https://d2cc5bro5bu049.cloudfront.net/19538/22200216/tile.jpeg',43.069028,-89.388725,950,1100, '2 BR',117 S Bassett Street,6082797962,yes,no,yes,yes,yes,no,yes,yes,no,no,yes
780865,'https://d2cc5bro5bu049.cloudfront.net/20531/24076071/tile.jpg',43.075492,-89.394364,625,990, '1 - 2 BR',251 Langdon Street,6082334440,no,no,no,yes,yes,no,yes,yes,no,no,yes
1285368,'https://d2cc5bro5bu049.cloudfront.net/127/10921280/tile.jpg',43.077242,-89.393808,1015,1420, '1 - 2 BR',210 Lakelawn,6082553933,no,no,no,no,yes,no,no,yes,no,no,yes
780863,'https://d2cc5bro5bu049.cloudfront.net/20531/24076067/tile.jpg',43.078042,-89.391190,990,, '2 BR',104 Langdon Street,6082334440,no,no,no,no,yes,no,no,yes,no,no,yes
780866,'https://d2cc5bro5bu049.cloudfront.net/20531/24076072/tile.jpg',43.070490,-89.414157,1575,1600, '3 - 4 BR',124 N. Breese Terrace,6082334440,yes,no,no,no,yes,no,no,yes,yes,yes,yes
780864,'https://d2cc5bro5bu049.cloudfront.net/20531/24076069/tile.jpg',43.075920,-89.393148,760,, '1 BR',227 Langdon Street,6082334440,no,no,no,no,yes,no,yes,yes,no,no,yes
781,'https://d2cc5bro5bu049.cloudfront.net/162/7481/tile.jpeg',43.089401,-89.373596,995,, '1 BR',455 Jean St,6082518777,no,no,no,no,no,no,no,yes,no,no,no
762,'https://d2cc5bro5bu049.cloudfront.net/145/23403790/tile.jpg',43.073399,-89.416702,1315,2190, '1 - 2 BR',Keystone Apartments,6084104234,yes,no,no,no,yes,no,no,yes,yes,yes,yes
5,'https://d2cc5bro5bu049.cloudfront.net/145/1429426/tile.jpg',43.078701,-89.390198,890,1255, '1 - 2 BR',Morgan House,6084104193,yes,no,no,no,yes,no,no,yes,no,no,yes
320,'https://d2cc5bro5bu049.cloudfront.net/145/7113/tile.jpeg',43.076698,-89.389504,690,1035, 'Studio - 1 BR',Lewis Lodge,6084104189,yes,no,no,no,yes,no,yes,yes,no,no,yes
376,'https://d2cc5bro5bu049.cloudfront.net/145/16501410/tile.jpg',43.076500,-89.391701,790,1080, 'Studio - 1 BR',Henry Gilman,6087194212,yes,no,no,no,yes,no,yes,yes,no,no,yes
88,'https://d2cc5bro5bu049.cloudfront.net/145/6902/tile.jpeg',43.076599,-89.390404,3400,, '4 BR',Gilman House,6084675629,no,no,no,no,yes,no,yes,yes,no,no,yes
279,'https://d2cc5bro5bu049.cloudfront.net/145/1449941/tile.jpg',43.072498,-89.417603,1695,2540, '3 - 4 BR',Princeton Kendall Apartments,6084161411,yes,no,no,no,yes,no,no,yes,yes,yes,yes
373,'https://d2cc5bro5bu049.cloudfront.net/145/1428614/tile.jpg',43.041000,-89.463402,1010,1080, '2 - 3 BR',Whitcomb Corner Apartments,6084675332,no,no,no,no,yes,no,no,no,no,no,no
353,'https://d2cc5bro5bu049.cloudfront.net/145/7142/tile.jpeg',43.077400,-89.389504,5100,5510, '7 BR',Carroll House,6087290162,yes,no,no,no,yes,no,no,yes,no,no,yes
442,'https://d2cc5bro5bu049.cloudfront.net/145/30325966/tile.jpg',43.078400,-89.388397,1335,2530, '2 - 4 BR',Seven Eleven,6084104201,no,no,no,yes,yes,no,no,yes,no,no,yes
717320,'https://d2cc5bro5bu049.cloudfront.net/145/23671008/tile.jpg',42.986999,-89.553242,950,1520, 'Studio - 2 BR',West End Apartments,6084402686,yes,no,no,no,no,no,no,no,no,no,no
4,'https://d2cc5bro5bu049.cloudfront.net/145/30326103/tile.jpg',43.061100,-89.495598,1140,1340, '2 BR',Yorktown Apartments,6087097303,no,no,no,no,no,no,no,no,no,no,no
24,'https://d2cc5bro5bu049.cloudfront.net/145/30325895/tile.jpg',43.076302,-89.389198,1055,1325, '1 - 2 BR',Landsdowne Court,6084104186,yes,no,no,no,yes,no,yes,yes,no,no,yes
194,'https://d2cc5bro5bu049.cloudfront.net/145/23403821/tile.jpg',43.072991,-89.418615,1045,1165, '1 - 2 BR',Koval House,6082985304,yes,no,no,yes,yes,no,no,yes,yes,yes,yes
74,'https://d2cc5bro5bu049.cloudfront.net/145/19052851/tile.jpg',43.076901,-89.390602,540,, '2 BR',Highlander Apartments,6087193045,no,no,no,no,yes,no,yes,yes,no,no,yes
3399230,'https://d2cc5bro5bu049.cloudfront.net/89122/30480439/tile.jpeg',43.080742,-89.362092,1700,, '2 BR',1139 Rutledge St,,no,no,no,no,no,no,no,no,no,no,no
327,'https://d2cc5bro5bu049.cloudfront.net/145/23407259/tile.jpg',43.075501,-89.391296,805,1265, 'Studio - 2 BR',The Windsor,6084104205,yes,no,no,no,yes,no,yes,yes,no,no,yes
60,'https://d2cc5bro5bu049.cloudfront.net/145/23380706/tile.jpg',43.076500,-89.389801,610,1655, 'Studio - 3 BR',Carriage House,6084104177,no,no,no,no,yes,no,yes,yes,no,no,yes
247,'https://d2cc5bro5bu049.cloudfront.net/145/7050/tile.jpeg',43.072102,-89.424896,835,1330, '1 - 2 BR',Hedvin House,6084104255,yes,no,no,no,yes,no,no,no,no,yes,yes
278,'https://d2cc5bro5bu049.cloudfront.net/145/30325707/tile.jpg',43.071701,-89.425697,1020,1630, '1 - 2 BR',Hamelin House,6084104245,yes,no,no,no,yes,no,no,no,no,yes,yes
3235414,'',43.044366,-89.410087,0,700, '1 BR',1719 Carver St,,no,no,no,no,yes,no,no,no,no,no,no
741899,'',43.071583,-89.427706,1600,, '2 BR',2410 Kendall Ave,6082554726,yes,no,no,no,no,no,no,no,no,yes,yes
741202,'',43.073276,-89.435946,1240,, '2 BR',517 N Franklin Ave,6082554726,yes,no,no,no,no,no,no,yes,no,no,yes
741665,'',43.071806,-89.424622,2600,, '4 BR',2214 Kendall Ave,6082554726,yes,no,no,no,yes,no,no,no,no,yes,yes
742064,'',43.069264,-89.418337,1680,1730, '2 BR',1829 Van Hise Ave,6082554726,no,no,no,no,yes,no,yes,yes,no,yes,yes
742090,'',43.073111,-89.435947,1240,, '2 BR',513 N Franklin Ave,6082554726,yes,no,no,no,no,no,no,yes,no,no,yes
742092,'',43.072801,-89.433388,1330,, '2 BR',513 Farley Ave,6082554726,yes,no,no,no,no,no,no,no,no,no,yes
742119,'',43.072808,-89.435945,1240,1560, '2 - 3 BR',509 N Franklin Ave,6082554726,no,no,no,no,no,no,no,yes,no,no,yes
741861,'',43.063895,-89.409617,1450,, '2 BR',1411 Chandler St,6082554726,no,no,no,no,no,no,no,yes,no,yes,yes
760538,'',43.071585,-89.428062,1600,, '2 BR',2418 Kendall Ave,6082554726,yes,no,no,no,no,no,no,no,no,yes,yes
760855,'',43.067935,-89.456236,600,, '1 BR',4717 Lafayette Dr,6082385657,no,no,no,no,no,no,no,yes,no,no,no
767349,'',43.072010,-89.390603,2400,, '5 BR',412 W Mifflin St,6088488905,no,no,yes,yes,yes,yes,yes,yes,no,no,yes
3325494,'',43.061099,-89.404276,2200,, '4 BR',522 S Mills St,6087723640,no,no,no,no,no,no,no,no,no,yes,yes
761192,'',43.071162,-89.392816,1650,, '3 BR',507 W Dayton St,6082258515,yes,no,no,yes,yes,no,yes,yes,no,no,yes
741201,'',43.072705,-89.436627,1250,1560, '2 - 3 BR',506 N Franklin Ave,6082554726,no,no,no,no,no,no,no,yes,no,no,yes
741433,'',43.072115,-89.424669,1020,1200, '1 - 2 BR',2213 University Ave,6082554726,yes,no,no,no,yes,no,no,no,no,yes,yes
741399,'',43.073444,-89.418133,585,1130, 'Studio - 2 BR',1906 University Ave,6082554726,yes,no,no,yes,yes,no,no,yes,yes,yes,yes
742123,'',43.073194,-89.435237,1290,, '2 BR',2730 Lynn Terrace,6082554726,no,no,no,no,no,no,no,no,no,no,yes
761843,'',43.065434,-89.412283,1280,, '2 BR',1615 Jefferson St,6088488905,no,no,no,no,no,no,no,yes,no,yes,yes
761886,'',43.072125,-89.390662,1820,, '3 BR',410 W Mifflin St,6088488905,no,no,no,yes,yes,yes,yes,yes,no,no,yes
767423,'',43.061481,-89.489962,950,, '2 BR',6302 Mineral Point Rd,6088388002,no,no,no,no,no,no,no,no,no,no,no
3379093,'',43.085791,-89.356629,1100,, '1 BR',1509 Spaight St,6086581039,yes,no,no,no,yes,no,no,no,no,no,no
3394017,'',43.072432,-89.403678,0,, '3 BR',Grand Central Apartments,,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes
743515,'https://d2cc5bro5bu049.cloudfront.net/12327/8889480/tile.jpg',43.084954,-89.378321,1325,, '3 BR',413 Washburn Pl,6082065654,no,no,no,no,yes,no,no,yes,no,no,no
3377659,'https://d2cc5bro5bu049.cloudfront.net/86146/28796752/tile.jpg',43.073558,-89.444233,1160,, '2 BR',Harvey St. Apt.,,no,no,no,no,no,yes,yes,yes,no,no,no
1239941,'https://d2cc5bro5bu049.cloudfront.net/19664/28607353/tile.png',43.069471,-89.390756,1295,1395, '3 BR',515 West Washington Ave #1,6082560525,yes,no,yes,yes,yes,no,yes,yes,no,no,yes
213,'https://d2cc5bro5bu049.cloudfront.net/102/17461510/tile.jpg',43.077099,-89.385498,1020,1045, '2 BR',204 N Pinckney St,6082564200,yes,no,yes,yes,yes,no,no,yes,no,no,no
218,'https://d2cc5bro5bu049.cloudfront.net/102/185/tile.jpg',43.077202,-89.385300,1535,, '3 BR',206 N Pinckney St,6082564200,yes,no,yes,yes,yes,no,no,yes,no,no,no
761706,'https://d2cc5bro5bu049.cloudfront.net/19792/17268948/tile.jpg',43.075970,-89.390557,695,, '1 BR',Campus Square,6082510113,yes,no,no,no,yes,no,yes,yes,no,no,yes
1806027,'https://d2cc5bro5bu049.cloudfront.net/67355/15321865/tile.jpg',43.071288,-89.435336,1875,, '2 BR',2737 Kendall Ave,6088435763,no,no,no,no,no,no,no,no,no,no,yes
3380997,'https://d2cc5bro5bu049.cloudfront.net/19664/29413195/tile.png',43.069524,-89.390926,1100,, '2 BR',515 W. Washignton Ave,6082560525,yes,no,yes,yes,yes,no,yes,yes,no,no,yes
2141240,'https://d2cc5bro5bu049.cloudfront.net/9439/19706790/tile.jpg',43.063535,-89.407081,2195,, '4 BR',317 S Orchard Street,6082334351,no,no,no,no,no,no,no,no,no,yes,yes
584525,'https://d2cc5bro5bu049.cloudfront.net/9439/14374659/tile.jpg',43.072701,-89.423400,694,892, 'Studio - 1 BR',Allen House Apartments,6088880189,yes,no,no,no,yes,no,no,no,no,yes,yes
3383870,'https://d2cc5bro5bu049.cloudfront.net/13510/30223424/tile.jpg',43.086868,-89.373236,1120,, '2 BR',1046 East Johnson St,6082352558,yes,no,no,no,no,no,no,yes,no,no,no
3383868,'https://d2cc5bro5bu049.cloudfront.net/88845/30223399/tile.jpg',43.067645,-89.390590,1695,, '3 BR',554 W Doty St Apt 1,,no,no,no,yes,yes,no,no,yes,no,no,yes
2830252,'https://d2cc5bro5bu049.cloudfront.net/13510/23135157/tile.jpg',43.078951,-89.367350,2050,2200, '4 BR',926 Spaight St,6082352558,no,no,no,no,yes,no,no,yes,no,no,no
3375621,'https://d2cc5bro5bu049.cloudfront.net/13510/30223410/tile.jpg',43.087270,-89.372607,1380,, '2 BR',1102 East Johnson St,6082352558,yes,no,no,no,no,no,no,yes,no,no,no
553,'https://d2cc5bro5bu049.cloudfront.net/173/6603171/tile.jpg',43.069698,-89.407402,1235,, '2 BR',102 N Orchard St,6082512715,no,no,no,no,yes,no,no,no,yes,yes,yes
554,'https://d2cc5bro5bu049.cloudfront.net/173/7286/tile.jpeg',43.070099,-89.407402,619,805, 'Studio - 1 BR',112 N Orchard St,6082512715,no,no,no,no,yes,no,no,no,yes,yes,yes
547,'https://d2cc5bro5bu049.cloudfront.net/173/18761460/tile.jpg',43.069302,-89.404900,509,, 'Studio',1115 Spring St,6082512715,yes,yes,no,yes,yes,no,no,yes,no,yes,yes
83684,'https://d2cc5bro5bu049.cloudfront.net/173/24697975/tile.jpg',43.075380,-89.377366,1149,, '1 BR',404 E Wilson St,6084672001,yes,no,no,yes,yes,no,no,yes,no,no,no
1285631,'https://d2cc5bro5bu049.cloudfront.net/127/10926587/tile.jpg',43.073424,-89.392371,1500,1600, '2 BR',412 W Johnson,6088196500,yes,no,no,yes,yes,no,yes,yes,no,no,yes
752660,'https://d2cc5bro5bu049.cloudfront.net/173/28117472/tile.jpg',43.069888,-89.406451,1679,1900, '1 - 3 BR',The Humbucker,6088882864,no,yes,no,yes,yes,no,no,no,no,yes,yes
760487,'https://d2cc5bro5bu049.cloudfront.net/19655/6416576/tile.jpg',43.068458,-89.388154,1495,, '3 BR',209 S Bassett St,6085772401,yes,no,no,yes,yes,no,no,yes,no,no,yes
764263,'https://d2cc5bro5bu049.cloudfront.net/19543/6621619/tile.jpg',43.078473,-89.390675,450,495, 'Studio',22 Langdon St,6082556550,yes,no,no,no,yes,no,no,yes,no,no,yes
3386715,'https://d2cc5bro5bu049.cloudfront.net/88897/30285841/tile.jpg',43.075315,-89.395454,1200,, '1 BR',The Towers On State,6088867434,yes,no,no,yes,yes,no,yes,yes,no,yes,yes
760737,'https://d2cc5bro5bu049.cloudfront.net/19543/6621674/tile.jpg',43.076782,-89.394731,485,525, '1 BR',635 Howard Place #203,6082556550,no,no,no,no,yes,no,no,yes,no,yes,yes
763542,'https://d2cc5bro5bu049.cloudfront.net/19875/30321718/tile.jpg',43.070873,-89.445272,895,, '1 BR',411 Eugenia Ave,6088319420,no,no,no,no,no,no,yes,yes,no,no,no
741746,'https://d2cc5bro5bu049.cloudfront.net/12983/17742171/tile.jpg',43.073413,-89.396606,550,650, 'Studio',The Hawthorne Buildings,6082559723,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes
750259,'https://d2cc5bro5bu049.cloudfront.net/15264/6344478/tile.jpg',43.080493,-89.381287,1925,, '4 BR',225 N. Blair Street,6082571000,yes,no,no,yes,yes,no,no,yes,no,no,no
843,'https://d2cc5bro5bu049.cloudfront.net/173/21015074/tile.jpg',43.079701,-89.384399,1675,, '3 BR',307 E Gorham St,6084672001,yes,no,no,yes,yes,no,no,no,no,no,no
3388161,'https://d2cc5bro5bu049.cloudfront.net/88933/30308748/tile.jpeg',43.067771,-89.390409,1800,, '4 BR',546 W Doty #1,6082997680,no,no,no,yes,yes,no,no,yes,no,no,yes
3388097,'https://d2cc5bro5bu049.cloudfront.net/88933/30307625/tile.jpg',43.061782,-89.407739,1600,, '3 BR',1319 Drake Street #1,6082997680,no,no,no,no,no,no,no,no,no,yes,yes
3388277,'https://d2cc5bro5bu049.cloudfront.net/88933/30309527/tile.jpg',43.067771,-89.390409,1400,, '3 BR',546 W Doty #3,6082997680,no,no,no,yes,yes,no,no,yes,no,no,yes
3387977,'https://d2cc5bro5bu049.cloudfront.net/88933/30305812/tile.jpg',43.079181,-89.381675,0,, '4 BR',124 N Franklin St #2,6082997680,no,no,no,yes,yes,no,no,yes,no,no,no
741948,'https://d2cc5bro5bu049.cloudfront.net/15334/12120392/tile.jpg',43.073296,-89.390653,1095,1549, '1 - 2 BR',Capitol Centre Court,6082552525,yes,no,no,yes,yes,yes,yes,yes,no,no,yes
1285652,'https://d2cc5bro5bu049.cloudfront.net/127/26599861/tile.jpg',43.069342,-89.403529,1785,1860, '2 BR',Campus Corner,6082553933,yes,no,no,yes,yes,no,no,yes,no,yes,yes
3006923,'https://d2cc5bro5bu049.cloudfront.net/19564/30185099/tile.jpeg',43.057497,-89.465710,1995,, '3 BR',472 Rushmore Lane,6082355931,no,no,no,no,yes,no,no,yes,no,no,no
